pair,direction,entry_date,entry_price,stop_loss,take_profit,entry_bar,ema_aligned,volume_confirmed,volume_used,breakout_strength_atr,exit_date,exit_price,outcome,bars_held,asset_class
TRX-USD,LONG,2021-11-02,0.1073950007557869,0.09588364530192735,0.130417711663506,72,True,True,True,0.239,2021-11-26,0.09588364530192735,LOSS,24.0,crypto
TRX-USD,LONG,2022-03-22,0.0634080022573471,0.05955886124083899,0.07110628429036334,212,True,False,True,0.295,2022-03-28,0.07110628429036334,WIN,6.0,crypto
TRX-USD,LONG,2022-03-30,0.07308699935674667,0.06799404136874537,0.08327291533274928,220,True,True,True,0.298,2022-04-06,0.06799404136874537,LOSS,7.0,crypto
TRX-USD,LONG,2022-05-04,0.08624900132417679,0.07605721757100162,0.10663256883052713,255,True,True,True,2.235,2022-05-05,0.07605721757100162,LOSS,1.0,crypto
TRX-USD,LONG,2023-05-22,0.07816799730062485,0.07444150929122391,0.08562097331942672,638,True,True,True,0.919,2023-06-01,0.07444150929122391,LOSS,10.0,crypto
TRX-USD,LONG,2023-06-02,0.08275400102138519,0.07837554300159168,0.09151091706097222,649,True,True,True,1.562,2023-06-05,0.07837554300159168,LOSS,3.0,crypto
TRX-USD,LONG,2023-07-01,0.07721299678087234,0.07305830049562255,0.08552238935137194,678,True,False,True,0.228,2023-07-22,0.08552238935137194,WIN,21.0,crypto
TRX-USD,LONG,2023-09-14,0.08369400352239609,0.08058631499102623,0.08990938058513581,753,True,False,True,0.87,2023-10-01,0.08990938058513581,WIN,17.0,crypto
TRX-USD,LONG,2023-10-03,0.09085799753665924,0.08746401507661486,0.097645962456748,772,True,False,True,0.32,2023-10-06,0.08746401507661486,LOSS,3.0,crypto
TRX-USD,LONG,2023-10-23,0.09223800152540207,0.08892104536381247,0.09887191384858127,792,True,True,True,0.122,2023-11-01,0.09887191384858127,WIN,9.0,crypto
TRX-USD,LONG,2023-11-10,0.1062380000948906,0.10093384071829953,0.11684631884807273,810,True,True,True,1.993,2023-11-21,0.10093384071829953,LOSS,11.0,crypto
TRX-USD,LONG,2024-01-13,0.11414899677038193,0.10779574647134296,0.12685549736845986,874,True,True,True,1.132,2024-01-16,0.10779574647134296,LOSS,3.0,crypto
TRX-USD,LONG,2024-02-04,0.11838799715042114,0.11303373847251913,0.12909651450622517,896,True,False,True,0.188,2024-02-14,0.12909651450622517,WIN,10.0,crypto
TRX-USD,LONG,2024-02-15,0.13116900622844696,0.12558861172274963,0.14232979523984163,907,True,True,True,0.504,2024-02-27,0.14232979523984163,WIN,12.0,crypto
TRX-USD,LONG,2024-05-09,0.12619300186634064,0.12014044073376963,0.13829812413148265,991,True,False,True,0.75,2024-05-22,0.12014044073376963,LOSS,13.0,crypto
TRX-USD,LONG,2024-06-26,0.12249699980020523,0.11824761067846326,0.13099577804368917,1039,True,False,True,0.156,2024-07-10,0.13099577804368917,WIN,14.0,crypto
TRX-USD,LONG,2024-07-11,0.1343899965286255,0.12839777149727305,0.14637444659133036,1054,True,False,True,0.869,2024-08-01,0.12839777149727305,LOSS,21.0,crypto
TRX-USD,LONG,2024-08-19,0.14318400621414185,0.13644883716424847,0.1566543443139286,1093,True,True,True,1.425,2024-08-20,0.1566543443139286,WIN,1.0,crypto
TRX-USD,LONG,2024-08-25,0.16655699908733368,0.15500113772273427,0.1896687218165325,1099,True,True,True,0.162,2024-09-02,0.15500113772273427,LOSS,8.0,crypto
TRX-USD,LONG,2024-09-27,0.1551699936389923,0.15012180279203358,0.16526637533290978,1132,True,False,True,0.085,2024-10-25,0.16526637533290978,WIN,28.0,crypto
TRX-USD,LONG,2024-10-30,0.1692589968442917,0.16406201344250732,0.17965296364786043,1165,True,False,True,1.005,2024-11-03,0.16406201344250732,LOSS,4.0,crypto
TRX-USD,LONG,2024-11-12,0.18807899951934814,0.1791132571907108,0.20601048417662282,1178,True,True,True,3.957,2024-11-13,0.1791132571907108,LOSS,1.0,crypto
TRX-USD,LONG,2024-11-16,0.20006300508975983,0.18639081565043458,0.22740738396841031,1182,True,True,True,1.187,2024-12-03,0.22740738396841031,WIN,17.0,crypto
TRX-USD,LONG,2025-04-12,0.24607199430465698,0.22986710363620602,0.2784817756415589,1329,True,False,True,0.315,2025-05-12,0.2784817756415589,WIN,30.0,crypto
TRX-USD,LONG,2025-06-05,0.28273099660873413,0.26753977880961777,0.31311343220696686,1383,True,False,True,0.174,2025-06-13,0.26753977880961777,LOSS,8.0,crypto
TRX-USD,LONG,2025-07-09,0.28995099663734436,0.2796418182021259,0.31056935350778125,1417,True,False,True,0.224,2025-07-17,0.31056935350778125,WIN,8.0,crypto
TRX-USD,LONG,2025-07-18,0.32617300748825073,0.3116567186497547,0.3552055851652428,1426,True,True,True,0.977,2025-07-21,0.3116567186497547,LOSS,3.0,crypto
TRX-USD,LONG,2025-07-29,0.338236004114151,0.3199992928725234,0.37470942659740625,1437,True,True,True,0.432,2025-08-02,0.3199992928725234,LOSS,4.0,crypto
TRX-USD,LONG,2025-08-12,0.35235899686813354,0.33715015518379216,0.3827766802368163,1451,True,False,True,0.311,2025-08-29,0.33715015518379216,LOSS,17.0,crypto
TRX-USD,LONG,2026-01-07,0.29790499806404114,0.2895209822692004,0.31467302965372257,1599,True,False,True,0.554,2026-01-17,0.31467302965372257,WIN,10.0,crypto
TRX-USD,LONG,2026-03-20,0.3099139928817749,0.29888188122827464,0.33197821618877543,1671,True,False,True,0.171,2026-04-19,0.33197821618877543,WIN,30.0,crypto
TRX-USD,LONG,2026-05-03,0.3385390043258667,0.32857613448613504,0.35846474400533,1715,True,False,True,0.403,2026-05-20,0.35846474400533,WIN,17.0,crypto
TRX-USD,LONG,2026-05-21,0.36502400040626526,0.35572333937502343,0.3836253224687489,1733,True,False,True,1.175,2026-05-28,0.35572333937502343,LOSS,7.0,crypto
TRX-USD,LONG,2026-08-11,0.3347649872303009,0.3280499073476284,0.3481951469956459,1815,True,False,True,0.502,2026-08-22,0.3481951469956459,WIN,11.0,crypto
UMA-USD,LONG,2021-11-07,15.982217788696289,12.815170370072591,22.316312625943684,77,True,True,True,0.969,2021-11-15,22.316312625943684,WIN,8.0,crypto
UMA-USD,LONG,2022-02-28,7.234582901000977,5.8395453374009385,10.024658028201053,190,False,True,True,0.543,2022-03-01,10.024658028201053,WIN,1.0,crypto
UMA-USD,LONG,2022-12-06,1.9548799991607666,1.7322607160185168,2.400118565445266,471,True,True,True,1.741,2022-12-08,1.7322607160185168,LOSS,2.0,crypto
UMA-USD,LONG,2023-01-14,1.8597520589828491,1.687149808526533,2.2049565598954812,510,True,True,True,0.067,2023-01-24,2.2049565598954812,WIN,10.0,crypto
UMA-USD,LONG,2023-02-19,2.279604911804199,2.048701562984065,2.7414116094444676,546,True,True,True,0.33,2023-02-21,2.7414116094444676,WIN,2.0,crypto
UMA-USD,LONG,2023-05-05,2.947268009185791,2.546017437815063,3.7497691519272474,621,True,True,True,2.981,2023-05-06,2.546017437815063,LOSS,1.0,crypto
UMA-USD,LONG,2024-01-19,5.329994201660156,4.419037492419511,7.151907620141447,880,True,True,True,5.602,2024-01-20,4.419037492419511,LOSS,1.0,crypto
UMA-USD,LONG,2024-05-08,3.4495949745178223,2.816899152528801,4.714986618495865,990,True,True,True,1.026,2024-06-11,2.816899152528801,LOSS,34.0,crypto
UMA-USD,LONG,2024-11-24,2.988023042678833,2.5474250654745054,3.869218997087488,1190,True,False,True,0.401,2024-12-04,3.869218997087488,WIN,10.0,crypto
UMA-USD,LONG,2025-07-15,1.2366230487823486,1.0894605680734277,1.5309480102001904,1423,True,True,True,0.115,2025-07-21,1.5309480102001904,WIN,6.0,crypto
UMA-USD,LONG,2025-08-23,1.617764949798584,1.3412017794845907,2.1708912904265705,1462,True,True,True,0.021,2025-09-01,1.3412017794845907,LOSS,9.0,crypto
UMA-USD,LONG,2026-04-17,0.47192099690437317,0.42697293639218503,0.5618171179287494,1699,True,True,True,0.589,2026-04-18,0.5618171179287494,WIN,1.0,crypto
VET-USD,LONG,2021-10-21,0.12918399274349213,0.11075125877697539,0.1660494606765256,60,True,True,True,0.18,2021-11-08,0.1660494606765256,WIN,18.0,crypto
VET-USD,LONG,2022-03-26,0.06410499662160873,0.05660520833450566,0.07910457319581488,216,True,True,True,1.382,2022-03-28,0.07910457319581488,WIN,2.0,crypto
VET-USD,LONG,2022-03-30,0.0842680037021637,0.07253615022939067,0.10773171064770976,220,True,True,True,0.601,2022-04-06,0.07253615022939067,LOSS,7.0,crypto
VET-USD,LONG,2024-02-12,0.031543001532554626,0.028942449263552696,0.03674410607055849,904,True,False,True,0.491,2024-02-15,0.03674410607055849,WIN,3.0,crypto
VET-USD,LONG,2024-04-11,0.04819199815392494,0.04129824164478912,0.06197951117219659,963,True,True,True,0.083,2024-04-12,0.04129824164478912,LOSS,1.0,crypto
VET-USD,LONG,2024-07-13,0.029354000464081764,0.025921412143992986,0.03621917710425932,1056,True,False,True,0.951,2024-08-01,0.025921412143992986,LOSS,19.0,crypto
VET-USD,LONG,2024-11-16,0.0314829982817173,0.02730205160080969,0.03984489164353252,1182,True,True,True,0.925,2024-11-23,0.03984489164353252,WIN,7.0,crypto
VET-USD,LONG,2024-12-02,0.057333000004291534,0.04894330166209761,0.07411239668867939,1198,True,True,True,2.296,2024-12-03,0.07411239668867939,WIN,1.0,crypto
VET-USD,LONG,2025-01-17,0.05613299831748009,0.0472064743989071,0.07398604615462606,1244,True,True,True,0.424,2025-01-19,0.0472064743989071,LOSS,2.0,crypto
VET-USD,LONG,2025-04-22,0.025475999340415,0.022340452546152977,0.03174709292893905,1339,True,False,True,0.543,2025-05-10,0.03174709292893905,WIN,18.0,crypto
VET-USD,LONG,2025-07-09,0.02242800034582615,0.020053198928434324,0.0271776031806098,1417,False,False,True,0.017,2025-07-18,0.0271776031806098,WIN,9.0,crypto
VET-USD,LONG,2025-09-18,0.025947000831365585,0.023817779584157615,0.030205443325781525,1488,True,False,True,0.002,2025-09-22,0.023817779584157615,LOSS,4.0,crypto
VET-USD,LONG,2026-05-06,0.007708999793976545,0.007167394385251548,0.00879221061142654,1718,True,False,True,0.388,2026-05-15,0.007167394385251548,LOSS,9.0,crypto
WAVES-USD,LONG,2022-02-26,12.257729530334473,10.05656437839761,16.660059834208198,188,True,True,True,0.108,2022-03-01,16.660059834208198,WIN,3.0,crypto
WAVES-USD,LONG,2022-03-07,22.557344436645508,18.51522579232053,30.641581725295467,197,True,True,True,0.836,2022-03-16,30.641581725295467,WIN,9.0,crypto
WAVES-USD,LONG,2022-03-18,32.705299377441406,27.47259635693223,43.17070541845976,208,True,False,True,0.658,2022-03-28,43.17070541845976,WIN,10.0,crypto
WAVES-USD,LONG,2022-03-29,50.53282928466797,43.5435342919818,64.5114192700403,219,True,True,True,1.982,2022-04-04,43.5435342919818,LOSS,6.0,crypto
WAVES-USD,LONG,2023-02-19,3.1307671070098877,2.67900827717472,4.034284766680223,546,True,True,True,0.431,2023-02-24,2.67900827717472,LOSS,5.0,crypto
WAVES-USD,LONG,2023-06-24,2.4223248958587646,2.0924788849833837,3.0820169176095265,671,True,True,True,4.039,2023-06-25,2.0924788849833837,LOSS,1.0,crypto
WAVES-USD,LONG,2023-10-01,1.6219439506530762,1.5253030288416096,1.8152257942760093,770,True,False,True,0.046,2023-10-04,1.5253030288416096,LOSS,3.0,crypto
WAVES-USD,LONG,2023-10-24,1.7740360498428345,1.612017434524002,2.0980732804804996,793,True,True,True,1.652,2023-11-05,2.0980732804804996,WIN,12.0,crypto
WAVES-USD,LONG,2023-11-10,2.2105939388275146,1.9744086306170594,2.682964555248425,810,True,True,True,0.368,2023-11-21,1.9744086306170594,LOSS,11.0,crypto
WAVES-USD,LONG,2023-12-08,2.450079917907715,2.2156331558549365,2.9189734420132716,838,True,False,True,1.032,2023-12-11,2.2156331558549365,LOSS,3.0,crypto
WAVES-USD,LONG,2023-12-20,2.5896129608154297,2.262821413924756,3.243196054596777,850,True,True,True,0.179,2024-01-08,2.262821413924756,LOSS,19.0,crypto
WAVES-USD,LONG,2024-02-27,2.69696307182312,2.450640868547418,3.1896074783745245,919,True,True,True,1.164,2024-02-28,2.450640868547418,LOSS,1.0,crypto
WAVES-USD,LONG,2024-03-02,3.002065896987915,2.70234644397316,3.6015048030174253,923,True,True,True,1.038,2024-03-04,3.6015048030174253,WIN,2.0,crypto
WAVES-USD,LONG,2024-03-13,4.552491188049316,3.9062807821473973,5.844911999853155,934,True,True,True,2.857,2024-03-16,3.9062807821473973,LOSS,3.0,crypto
WAVES-USD,LONG,2024-11-20,1.52498197555542,1.3363289893217827,1.9022879480226944,1186,True,True,True,0.589,2024-11-29,1.9022879480226944,WIN,9.0,crypto
WAVES-USD,LONG,2025-04-26,1.2387690544128418,1.0933064605597935,1.5296942421189383,1343,True,True,True,0.486,2025-05-06,1.0933064605597935,LOSS,10.0,crypto
WAVES-USD,LONG,2025-05-10,1.3110580444335938,1.177386032569911,1.5784020681609592,1357,True,False,True,0.17,2025-05-30,1.177386032569911,LOSS,20.0,crypto
WAVES-USD,LONG,2025-08-19,1.4347230195999146,1.2449246205205848,1.814319817758574,1458,True,True,True,0.002,2025-08-22,1.2449246205205848,LOSS,3.0,crypto
WIF-USD,LONG,2024-02-27,0.6057500243186951,0.4558831179906687,0.9054838369747478,70,True,True,True,1.562,2024-03-01,0.9054838369747478,WIN,3.0,crypto
WIF-USD,LONG,2024-03-02,1.387902021408081,1.1196040332819777,1.9244979976602878,74,True,True,True,0.564,2024-03-05,1.1196040332819777,LOSS,3.0,crypto
WIF-USD,LONG,2024-03-13,2.6393449306488037,1.9839995033838318,3.9500357851787475,85,True,True,True,0.5,2024-03-20,1.9839995033838318,LOSS,7.0,crypto
WIF-USD,LONG,2024-03-28,3.741178035736084,2.682809878528458,5.8579143501513355,100,True,False,True,0.405,2024-04-12,2.682809878528458,LOSS,15.0,crypto
WIF-USD,LONG,2024-05-28,3.7781460285186768,3.045581229700966,5.243275626154098,161,True,True,True,0.924,2024-06-07,3.045581229700966,LOSS,10.0,crypto
WIF-USD,LONG,2024-08-24,1.968641996383667,1.5767865773287233,2.7523528344935544,249,True,False,True,0.105,2024-08-27,1.5767865773287233,LOSS,3.0,crypto
WIF-USD,LONG,2024-09-19,1.7713780403137207,1.4863483188632505,2.341437483214661,275,True,True,True,0.3,2024-09-27,2.341437483214661,WIN,8.0,crypto
WIF-USD,LONG,2024-09-29,2.4516971111297607,2.095296037946982,3.1644992574953186,285,True,False,True,0.186,2024-10-03,2.095296037946982,LOSS,4.0,crypto
WIF-USD,LONG,2024-11-11,3.133336067199707,2.6075643853615804,4.18487943087596,328,True,True,True,1.046,2024-11-13,4.18487943087596,WIN,2.0,crypto
WIF-USD,LONG,2025-07-20,1.2155309915542603,1.0044996167962308,1.6375937410703192,579,True,True,True,0.746,2025-07-25,1.0044996167962308,LOSS,5.0,crypto
WOO-USD,LONG,2021-11-11,1.6601279973983765,1.3778605963198205,2.2246627995554884,81,True,True,True,1.244,2021-11-16,2.2246627995554884,WIN,5.0,crypto
WOO-USD,LONG,2022-06-23,0.21603800356388092,0.16740733735685717,0.3132993359779284,305,True,True,True,0.715,2022-06-30,0.16740733735685717,LOSS,7.0,crypto
WOO-USD,LONG,2022-07-19,0.2083200067281723,0.17083567832324784,0.28328866353802123,331,True,False,True,0.536,2022-07-26,0.17083567832324784,LOSS,7.0,crypto
WOO-USD,LONG,2022-07-30,0.22260500490665436,0.18079850813211767,0.3062179984557277,342,True,True,True,0.242,2022-08-18,0.18079850813211767,LOSS,19.0,crypto
WOO-USD,LONG,2023-02-06,0.22778700292110443,0.195366502155793,0.2926280044517273,533,True,True,True,0.162,2023-02-13,0.195366502155793,LOSS,7.0,crypto
WOO-USD,LONG,2023-03-17,0.23594699800014496,0.1963316108109353,0.31517777237856426,572,True,True,True,0.224,2023-03-21,0.1963316108109353,LOSS,4.0,crypto
WOO-USD,LONG,2023-04-12,0.24663199484348297,0.21572046663899047,0.30845505125246797,598,True,True,True,0.607,2023-04-14,0.30845505125246797,WIN,2.0,crypto
WOO-USD,LONG,2023-04-15,0.3311600089073181,0.2878103819990739,0.4178592627238066,601,True,True,True,0.592,2023-04-19,0.2878103819990739,LOSS,4.0,crypto
WOO-USD,LONG,2023-12-10,0.26216599345207214,0.22944840229948962,0.3276011757572372,840,True,False,True,0.276,2023-12-14,0.3276011757572372,WIN,4.0,crypto
WOO-USD,LONG,2023-12-15,0.4128890037536621,0.34937647065287625,0.5399140699552338,845,True,True,True,0.708,2023-12-18,0.34937647065287625,LOSS,3.0,crypto
WOO-USD,LONG,2023-12-19,0.4566429853439331,0.37701887200296536,0.6158912120258686,849,True,True,True,0.048,2024-01-03,0.37701887200296536,LOSS,15.0,crypto
WOO-USD,LONG,2024-02-19,0.4482539892196655,0.3979520687119224,0.5488578302351518,911,True,True,True,0.359,2024-02-21,0.3979520687119224,LOSS,2.0,crypto
WOO-USD,LONG,2024-02-22,0.47018200159072876,0.40811203138420776,0.5943219420037708,914,True,True,True,0.396,2024-03-03,0.5943219420037708,WIN,10.0,crypto
WOO-USD,LONG,2024-08-23,0.18024000525474548,0.15702927609473252,0.2266614635747714,1097,True,False,True,0.986,2024-08-27,0.15702927609473252,LOSS,4.0,crypto
WOO-USD,LONG,2024-09-20,0.17978300154209137,0.15834655014841528,0.22265590432944354,1125,True,False,True,0.055,2024-10-03,0.15834655014841528,LOSS,13.0,crypto
WOO-USD,LONG,2024-11-12,0.25406399369239807,0.2142860860365846,0.333619809004025,1178,True,True,True,0.751,2024-11-20,0.2142860860365846,LOSS,8.0,crypto
WOO-USD,LONG,2024-11-30,0.2878180146217346,0.24035651659590024,0.3827410106734034,1196,True,False,True,0.209,2024-12-04,0.3827410106734034,WIN,4.0,crypto
WOO-USD,LONG,2026-03-16,0.020078999921679497,0.01783782286046816,0.024561354044102167,1667,True,False,True,0.983,2026-03-21,0.01783782286046816,LOSS,5.0,crypto
WOO-USD,LONG,2026-04-16,0.019137000665068626,0.017074936041873375,0.02326112991145913,1698,True,False,True,0.28,2026-05-16,0.017074936041873375,LOSS,30.0,crypto
XLM-USD,LONG,2021-11-09,0.41214901208877563,0.365889019151522,0.5046689979632829,79,True,True,True,0.59,2021-11-12,0.365889019151522,LOSS,3.0,crypto
XLM-USD,LONG,2022-03-24,0.21476900577545166,0.1950358067881951,0.2542354037499648,214,True,False,True,0.205,2022-04-11,0.1950358067881951,LOSS,18.0,crypto
XLM-USD,LONG,2022-07-19,0.11865200102329254,0.10599754792360165,0.14396090722267432,331,True,False,True,0.083,2022-07-26,0.10599754792360165,LOSS,7.0,crypto
XLM-USD,LONG,2022-08-08,0.13010799884796143,0.11810463312700163,0.154114730289881,351,True,True,True,0.864,2022-08-18,0.11810463312700163,LOSS,10.0,crypto
XLM-USD,LONG,2022-11-04,0.11564400047063828,0.10761584670068641,0.131700308010542,439,False,True,True,0.062,2022-11-08,0.10761584670068641,LOSS,4.0,crypto
XLM-USD,LONG,2023-01-12,0.08164399862289429,0.07695884283108236,0.09101431020651815,508,True,True,True,0.054,2023-01-21,0.09101431020651815,WIN,9.0,crypto
XLM-USD,LONG,2023-01-23,0.09447800368070602,0.08777388549347033,0.10788624005517741,519,True,False,True,0.3,2023-02-09,0.08777388549347033,LOSS,17.0,crypto
XLM-USD,LONG,2023-02-21,0.09484300017356873,0.08781192609884331,0.10890514832301956,548,True,True,True,0.007,2023-02-25,0.08781192609884331,LOSS,4.0,crypto
XLM-USD,LONG,2023-03-21,0.09654299914836884,0.08811494570101444,0.11339910604307762,576,True,True,True,1.628,2023-03-24,0.08811494570101444,LOSS,3.0,crypto
XLM-USD,LONG,2023-03-29,0.1018889993429184,0.09220644607329903,0.12125410588215713,584,True,True,True,0.57,2023-04-22,0.09220644607329903,LOSS,24.0,crypto
XLM-USD,LONG,2023-06-27,0.10213500261306763,0.09530086630228023,0.11580327523464243,674,True,True,True,2.795,2023-06-30,0.11580327523464243,WIN,3.0,crypto
XLM-USD,LONG,2023-07-13,0.15487900376319885,0.13538623868292365,0.19386453392374925,690,True,True,True,3.949,2023-07-14,0.13538623868292365,LOSS,1.0,crypto
XLM-USD,LONG,2024-07-13,0.10244400054216385,0.0931298438747321,0.12107231387702735,1056,True,True,True,1.794,2024-08-03,0.0931298438747321,LOSS,21.0,crypto
XLM-USD,LONG,2024-09-21,0.09809000045061111,0.09264596338759441,0.10897807457664452,1126,True,False,True,0.286,2024-10-02,0.09264596338759441,LOSS,11.0,crypto
XLM-USD,LONG,2024-11-07,0.1020520031452179,0.09636222349942289,0.11343156243680791,1173,True,True,True,1.549,2024-11-11,0.11343156243680791,WIN,4.0,crypto
XLM-USD,LONG,2024-11-12,0.13495400547981262,0.1239075206682322,0.15704697510297347,1178,True,True,True,3.652,2024-11-13,0.1239075206682322,LOSS,1.0,crypto
XLM-USD,LONG,2024-11-15,0.14625699818134308,0.13040519251031546,0.17796060952339832,1181,True,True,True,0.657,2024-11-16,0.17796060952339832,WIN,1.0,crypto
XLM-USD,LONG,2024-11-22,0.34106600284576416,0.2891098151596484,0.4449783782179957,1188,True,True,True,2.838,2024-11-23,0.4449783782179957,WIN,1.0,crypto
XLM-USD,LONG,2025-01-15,0.48931699991226196,0.40760783315756854,0.6527353334216488,1242,True,True,True,0.124,2025-01-26,0.40760783315756854,LOSS,11.0,crypto
XLM-USD,LONG,2025-04-24,0.2806690037250519,0.24972755995828194,0.34255189125859176,1341,True,False,True,0.391,2025-06-18,0.24972755995828194,LOSS,55.0,crypto
XLM-USD,LONG,2025-07-10,0.30274298787117004,0.2767118933928377,0.35480517682783475,1418,True,True,True,0.479,2025-07-11,0.35480517682783475,WIN,1.0,crypto
XLM-USD,LONG,2025-07-13,0.4720729887485504,0.41753170816026175,0.5811555499251277,1421,True,True,True,2.162,2025-07-23,0.41753170816026175,LOSS,10.0,crypto
XLM-USD,LONG,2026-01-05,0.2529579997062683,0.22931513091083952,0.3002437372971259,1597,True,True,True,1.485,2026-01-08,0.22931513091083952,LOSS,3.0,crypto
XLM-USD,LONG,2026-03-15,0.1691489964723587,0.15271911009359646,0.2020087692298832,1666,True,False,True,0.026,2026-04-09,0.15271911009359646,LOSS,25.0,crypto
XLM-USD,LONG,2026-04-17,0.17441299557685852,0.16008421999554567,0.20307054673948421,1699,True,False,True,0.073,2026-04-29,0.16008421999554567,LOSS,12.0,crypto
XLM-USD,LONG,2026-05-28,0.20349399745464325,0.18273279735447764,0.24501639765497446,1740,True,True,True,2.895,2026-05-29,0.24501639765497446,WIN,1.0,crypto
XMR-USD,LONG,2022-03-08,204.84634399414062,176.71495990471436,261.10911217299315,198,True,True,True,1.512,2022-03-10,176.71495990471436,LOSS,2.0,crypto
XMR-USD,LONG,2022-03-26,207.19203186035156,184.53852825668514,252.4990390676844,216,True,False,True,0.025,2022-04-18,252.4990390676844,WIN,23.0,crypto
XMR-USD,LONG,2022-04-21,279.39312744140625,248.23863440962023,341.7021135049783,242,True,True,True,0.6,2022-04-25,248.23863440962023,LOSS,4.0,crypto
XMR-USD,LONG,2022-07-15,138.90672302246094,121.79764523617229,173.12487859503824,327,True,False,True,0.482,2022-08-16,173.12487859503824,WIN,32.0,crypto
XMR-USD,LONG,2022-11-30,142.1205291748047,130.83948507642373,164.6826173715666,465,True,False,True,0.441,2023-01-11,164.6826173715666,WIN,42.0,crypto
XMR-USD,LONG,2023-01-14,175.7982635498047,165.143963253875,197.10686414166406,510,True,True,True,0.868,2023-01-18,165.143963253875,LOSS,4.0,crypto
XMR-USD,LONG,2023-06-22,150.11863708496094,140.55684768332677,169.24221588822928,669,True,False,True,0.006,2023-06-27,169.24221588822928,WIN,5.0,crypto
XMR-USD,LONG,2023-10-01,149.16140747070312,143.1078931668985,161.2684360783124,770,True,True,True,0.004,2023-10-23,161.2684360783124,WIN,22.0,crypto
XMR-USD,LONG,2023-10-29,174.354248046875,165.22759622269209,192.60755169524083,798,True,True,True,2.379,2023-10-30,165.22759622269209,LOSS,1.0,crypto
XMR-USD,LONG,2023-12-23,178.51332092285156,168.9910300136186,197.5579027413175,853,True,False,True,0.005,2023-12-29,168.9910300136186,LOSS,6.0,crypto
XMR-USD,LONG,2024-02-28,133.8922882080078,119.00502550719787,163.6668136096277,920,True,False,True,0.292,2024-04-02,119.00502550719787,LOSS,34.0,crypto
XMR-USD,LONG,2024-05-13,135.58448791503906,122.6723602105198,161.4087433240776,995,True,False,True,0.071,2024-06-05,161.4087433240776,WIN,23.0,crypto
XMR-USD,LONG,2024-06-10,178.46685791015625,164.5966628149946,206.20724810047955,1023,True,True,True,0.459,2024-06-14,164.5966628149946,LOSS,4.0,crypto
XMR-USD,LONG,2024-08-23,173.22744750976562,159.98867328734894,199.70499595459899,1097,True,False,True,0.524,2024-08-27,159.98867328734894,LOSS,4.0,crypto
XMR-USD,LONG,2024-10-20,163.2498016357422,151.27466419308018,187.2000765210662,1155,True,False,True,0.102,2024-11-12,151.27466419308018,LOSS,23.0,crypto
XMR-USD,LONG,2024-12-02,173.86380004882812,158.6762417174768,204.23891671153075,1198,True,True,True,0.985,2024-12-03,204.23891671153075,WIN,1.0,crypto
XMR-USD,LONG,2024-12-08,222.5482177734375,195.80621641936972,276.03222048157306,1204,True,False,True,0.758,2024-12-09,195.80621641936972,LOSS,1.0,crypto
XMR-USD,LONG,2025-01-16,221.90109252929688,198.40708704160255,268.8891035046855,1243,True,True,True,0.989,2025-01-20,198.40708704160255,LOSS,4.0,crypto
XMR-USD,LONG,2025-04-22,226.88441467285156,210.85527123959002,258.94270153937464,1339,True,False,True,0.614,2025-04-28,258.94270153937464,WIN,6.0,crypto
XMR-USD,LONG,2025-05-20,352.06494140625,322.98549607165006,410.2238320754499,1367,True,False,True,0.145,2025-05-25,410.2238320754499,WIN,5.0,crypto
XMR-USD,LONG,2025-07-14,344.3134765625,317.29745538930865,398.3455189088827,1422,True,True,True,0.252,2025-07-21,317.29745538930865,LOSS,7.0,crypto
XMR-USD,LONG,2025-09-13,286.05792236328125,264.07176370954664,330.03023967075046,1483,True,False,True,0.061,2025-10-02,330.03023967075046,WIN,19.0,crypto
XMR-USD,LONG,2025-10-09,342.2665100097656,310.5285918314232,405.7423463664504,1509,True,True,True,0.031,2025-10-10,310.5285918314232,LOSS,1.0,crypto
XMR-USD,LONG,2025-10-26,348.1620178222656,311.9900684685382,420.5059165297205,1526,True,False,True,0.12,2025-11-09,420.5059165297205,WIN,14.0,crypto
XMR-USD,LONG,2025-12-20,476.6664733886719,422.8914160299484,584.2165881061188,1581,True,False,True,1.157,2026-01-01,422.8914160299484,LOSS,12.0,crypto
XMR-USD,LONG,2026-01-11,558.52734375,504.927202135012,665.727626979976,1603,True,True,True,2.81,2026-01-13,665.727626979976,WIN,2.0,crypto
XMR-USD,LONG,2026-01-14,713.4431762695312,633.1213183984504,874.086892011693,1606,True,True,True,0.585,2026-01-16,633.1213183984504,LOSS,2.0,crypto
XRP-USD,LONG,2021-11-03,1.2087960243225098,1.071755230975041,1.482877611017447,73,True,True,True,0.34,2021-11-16,1.071755230975041,LOSS,13.0,crypto
XRP-USD,LONG,2021-12-23,0.9932850003242493,0.8591851887230652,1.2614846235266175,123,True,False,True,0.119,2021-12-28,0.8591851887230652,LOSS,5.0,crypto
XRP-USD,LONG,2022-03-28,0.8633040189743042,0.7900774697746057,1.0097571173737012,218,True,False,True,0.01,2022-04-06,0.7900774697746057,LOSS,9.0,crypto
XRP-USD,LONG,2022-09-17,0.3770039975643158,0.34376918731722855,0.4434736180584903,391,True,True,True,0.948,2022-09-19,0.34376918731722855,LOSS,2.0,crypto
XRP-USD,LONG,2022-09-20,0.41518300771713257,0.37018906814396535,0.505170886863467,394,True,True,True,0.811,2022-09-23,0.505170886863467,WIN,3.0,crypto
